id,created_at,text
191,Wed Jan 24 09:57:13 +0000 2024,"மீண்டும் களமிறங்கும் கமல்

#KamalHaasan | #MakkalNeedhimaiam | #DMK https://t.co/RF2kPgr6Xx"
192,Wed Jan 24 09:53:57 +0000 2024,"சரணடையும் நாளிலேயே ஜாமீன் கேட்ட பல்லாவரம் திமுக எம்எல்ஏ மகன், மருமகள்.. ஐகோர்ட் அதிரடி உத்தரவு 

https://t.co/qW5vXuMMIu 

#MadrasHC #KarunanidhiMLA #DMK #திமுக"
193,Wed Jan 24 09:53:47 +0000 2024,"திமுக - காங்கிரஸ் இடையே தொகுதி பங்கீடு தொடர்பாக முதல் ஆலோசனை வரும் 28ம் தேதி நடைபெற உள்ளது. திமுக சார்பில் டி.ஆர் பாலு தலைமையிலான குழுவினர், காங்கிரஸ் தேர்தல் குழுவுடன் அண்ணா அறிவாலயத்தில் ஆலோசனை நடத்த உள்ளனர். #DMK #Congress #LoksabhaElection2024 #INDIAlliance https://t.co/HHw9q4n95z"
194,Wed Jan 24 09:51:05 +0000 2024,"Stadium கட்டி விளையாட இது ஜல்லிக்கட்டா கிரிக்கெட்டா?

கழக கொள்கை பரப்பு துணை செயலாளர் விந்தியா @vindhyaAiadmk அவர்கள் அதிரடி கேள்வி 

@arivalayam
#jallikattu  | #ADMK | #EPS | #EdappadiPalaniswami | #DMK | #MKStalin | #UdhayanidhiStalin  #DMKFailsTN https://t.co/o4HdVzuTx9"
195,Wed Jan 24 09:49:02 +0000 2024,"I.N.D.I.A pilferage : 1 #TMC lost 🤣 @Suhelseth 
#INDIAlliance #Congress #AAP #NCP #RJD #DMK"
196,Wed Jan 24 09:45:44 +0000 2024,"அதிமுக போராட்டம் அறிவிப்பு

#TamilNadu | #ADMK | #EPS | #Protest | #EdappadiPalaniswami | #DMK | #MLA | #Karunanidhi | #Tribal | #News7Tamil | #News7TamilUpdates https://t.co/MeHqRzZikB"
197,Wed Jan 24 09:42:56 +0000 2024,"பன்றிக்குகூடதான் வாரிசு இருக்கு.. | கோபாலபுரத்தை குமுறிய விந்தியா!

Watch : https://t.co/ZOdpAky1QN

#actress #Vindhya #aiadmk #dmk #karunanidhi #mkstalin #udhayanidhistalin #dmkfamily #tnpolitics #yaatrigan #yaatrigannews https://t.co/6zD3IC9L3f"
198,Wed Jan 24 09:36:58 +0000 2024,"बड़ी खबर : कांग्रेस और DMK के बीच शीट शेयरिंग को लेकर 28 जनवरी को हो सकती है बात  

#Congress #DMK | #INDIAAlliance https://t.co/p2WkFPqQYm"
199,Wed Jan 24 09:36:10 +0000 2024,"எனக்கு இறை நம்பிக்கை கிடையாது - அமைச்சர் உதயநிதி

#UdhayanidhiStalin #DMK #TNGovt #Fishermen https://t.co/RYGYMgWt6B"
200,Wed Jan 24 09:35:10 +0000 2024,"திமுக தலைமையை பிடிக்கப்போவதாக சூசகமாக சொல்கிறாரா கனிமொழி?
#dmksalemmanadulive #salemdmkmanadu #udhayanidhi #salem #manadu #mkstalin #udhaynidhistalin #dmk #ஸ்டாலின் #திமுக #இளைஞரணிமாநாடு #DMK #NewsJ https://t.co/a6VHKHTslo"
201,Wed Jan 24 09:31:11 +0000 2024,"தொண்டர்களைப் போற்றும் நம் திராவிட முன்னேற்றக் கழகத்தின் சார்பில் பிறந்தநாள் வாழ்த்துகளை தெரிவித்து மகிழந்தேன்.🏴🚩

நகரமன்ற து.தலைவர் ரதிராஜேந்திரன், நகரமன்ற mc's பாலசுப்பிரமணியம்,துரை செந்தில்குமார்,மீனா கணேசன், சாந்தாமணி,மணிமேகலை, ஜானகி,ரேகா,கவிதாராணி ஆகியோர்!
#உடன்பிறப்பே #Dmk"
202,Wed Jan 24 09:30:42 +0000 2024,"எனக்கு இறை நம்பிக்கை கிடையாது - அமைச்சர் உதயநிதி

https://t.co/wupaoCz9iu | #UdhayanidhiStalin #DMK #TNGovt #Fishermen https://t.co/8m8b5XIYIK"
203,Wed Jan 24 09:30:00 +0000 2024,"Chairperson of #Usilampatti municipal council Sakunthala Kattabomman quit the #DMK and joined #AIADMK in the presence of party general secretary #EdappadiKPalaniswami in #Salem.
https://t.co/unqD3vRlU7"
204,Wed Jan 24 09:30:00 +0000 2024,"இளைஞர்கள் திமுகவைத் தவிர்த்து வேறு கட்சிகளைத் தேர்ந்தெடுக்க தொடங்கிவிட்டனர்!

Video link: https://t.co/7LPYVd6Hft

#DMK #UdhayanithiStalin #cmstalin #DMKYouthWingConference #கழக_இளைஞரணி_மாநாடு #ArasiyalArattai #savukkumedia #savukkunews #savukkushankar https://t.co/F4Pf9Owdcq"
205,Wed Jan 24 09:28:33 +0000 2024,"இளம்பெண் சித்ரவதை: களத்தில் இறங்கும் எடப்பாடி.. அதிமுக போராட்டம் அறிவிப்பு

#EdappadiPalaniswami | #AIADMK | #TamilNadu | #DMK |

https://t.co/WvE532RRQx"
206,Wed Jan 24 09:25:13 +0000 2024,"कांग्रेस और DMK के बीच शीट शेयरिंग को लेकर 28 जनवरी को हो सकती है बात. Via @GagandeepNews

#Congress #DMK https://t.co/eyet05xBmn"
207,Wed Jan 24 09:25:07 +0000 2024,"#BreakingNews | பிப்.1ல் அதிமுக போராட்டம் அறிவிப்பு

#edappadipalanisamy | #ADMK | #Protest | #DMK | #MLASon | #NewsTamil24x7 https://t.co/c85Ltittqh"
208,Wed Jan 24 09:24:04 +0000 2024,"कांग्रेस और DMK के बीच शीट शेयरिंग को लेकर 28 जनवरी को हो सकती है बात

#Congress #DMK | #INDIAAlliance https://t.co/f3vPBujtKv"
209,Wed Jan 24 09:23:41 +0000 2024,"சென்னை ராஜீவ் காந்தி அரசு மருத்துவமனையில் பிரேத பரிசோதனை செய்த உடலை பெறுவதற்கு ரூ.2000 முதல் ரூ.3000 வரை கேட்கப்படுவதாக புகார் எழுந்துள்ளது. பிரேத பரிசோதனைக்கான பொருட்கள், ஊழியர்களுக்கு மாத சம்பளம் ஆகியற்றை அரசே வழங்கியும், பணம் கொடுக்கும் சூழல் நிலவுகிறது. #Chennai #DMK #TNGovt https://t.co/a4bBn5ijBD"
210,Wed Jan 24 09:20:07 +0000 2024,"அனைத்து மாவட்ட தலைநகரங்களிலும் வரும் 1ம் தேதி ஆர்ப்பாட்டம் - அதிமுக பொதுச்செயலாளர் எடப்பாடி பழனிசாமி அறிவிப்பு

பல்லாவரம் திமுக எம்.எல்.ஏவின் மகனையும், மருமகளையும் இதுவரை கைது செய்யாதது ஏன்? எனவும் ஈபிஎஸ் கேள்வி

#AIADMK |#EPS |#dmk https://t.co/xH0ijmJC0O"
211,Wed Jan 24 09:17:43 +0000 2024,"#NewsUpdate | பணிப்பெண்ணுக்கு கொடுமை - அதிமுக ஆர்ப்பாட்டம் 

Android Link: https://t.co/9DM6X6ZLY6
Apple Link: https://t.co/3ESH9sHwd3

#AIADMK | #DMK | #MLASon | #Protest | #ZeeTamilNews https://t.co/tBypcElnbu"
212,Wed Jan 24 09:15:46 +0000 2024,"பணிப்பெண்ணுக்கு கொடுமை - பிப்.1ல் #அதிமுக ஆர்ப்பாட்டம்
#எடப்பாடியார் 

#AIADMK | #DMK | #MLASon https://t.co/JB9M421JFe"
213,Wed Jan 24 09:15:38 +0000 2024,"பணிப்பெண்ணுக்கு கொடுமை - பிப்.1ல் #அதிமுக ஆர்ப்பாட்டம்
#எடப்பாடியார் 

#AIADMK | #DMK | #MLASon https://t.co/vZnGsitmv6"
214,Wed Jan 24 09:13:52 +0000 2024,"‛தேநீர் விருந்து’.. புதுச்சேரி ஆளுநர் தமிழிசைக்கு ஷாக் தந்த திமுக + 3 கூட்டணி கட்சிகள்.. என்னாச்சு?

https://t.co/R3uyrbKjU0

#DMK #Puducherry #TnGovernor #tamilisaisoundararajan #தேநீர்விருந்து"
215,Wed Jan 24 09:13:22 +0000 2024,"ஆளுநரின் தேநீர் விருந்தை புறக்கணிக்கும் காங்., கம்யூனிஸ்ட் : மாறுபட்ட முடிவை எடுத்த திமுக?!

#UpdateNews | #Congress |  #Communist | #TNGovernor | #DMK | #TamilNadu | #RepublicDayCelebration | #RNRavi  | #Politics | #UpdateNews360
https://t.co/ZombQjNnEJ"
216,Wed Jan 24 09:13:16 +0000 2024,"ஆளுநரின் தேநீர் விருந்தை புறக்கணிக்கும் காங்., கம்யூனிஸ்ட் : மாறுபட்ட முடிவை எடுத்த திமுக?!

#UpdateNews | #Congress |  #Communist | #TNGovernor | #DMK | #TamilNadu | #RepublicDayCelebration | #RNRavi  | #Politics | #UpdateNews360
https://t.co/4VEZKEdYcT"
217,Wed Jan 24 09:12:46 +0000 2024,"புதுச்சேரி ஆளுநர் மாளிகை பாஜக கொடி கட்டாத அலுவலகமாகவும், ஆளுநர் தமிழிசை பாஜக தலைவர்போலும் செயல்படுகிறார். ஆகவே, துணைநிலை ஆளுநர் தமிழிசை விடுத்துள்ள குடியரசு தின விழா தேநீர் விருந்து அழைப்பை புதுச்சேரி திமுக புறக்கணிக்கிறது: புதுவை எதிர்க்கட்சித் தலைவர் சிவா #Puducherry #DMK https://t.co/gn8OvZ3qXn"
218,Wed Jan 24 09:11:16 +0000 2024,"உங்கள் கருத்து..?

#JaiSriRam #AyodhyaRamTemple #DMK #HinduMunnani https://t.co/X8QwQjWDFr"
219,Wed Jan 24 09:09:21 +0000 2024,"#JustNow || பணிப்பெண்ணுக்கு கொடுமை - அதிமுக போராட்டம் அறிவிப்பு

#ADMK_TRY #Chennai | #ADMK | #Protest | #DMK | #DMKMLA | #Attack 

@satyenaiadmk @runmanirun https://t.co/pTe4TYO4dp"
220,Wed Jan 24 09:07:28 +0000 2024,"#BreakingNews | பிப்.1ல் அதிமுக போராட்டம் அறிவிப்பு

#edappadipalanisamy | #ADMK | #Protest | #DMK | #MLASon | #NewsTamil24x7 https://t.co/zWa1CBaKKP"
221,Wed Jan 24 09:06:55 +0000 2024,"திமுக எம்எல்ஏ மகன் மீது நடவடிக்கை எடுக்காததை கண்டித்து அதிமுக போராட்டம் அறிவிப்பு!!!

#UpdateNews | #EdappadiPalaniswami | #AIADMK | #DMK | #Pallavaram | #MLASon | #MLAKarunanidhi | #Protest | #UpdateNews360 https://t.co/AZdf0H33Lv"
222,Wed Jan 24 09:06:20 +0000 2024,"திமுக எம்எல்ஏ மகன் மீது நடவடிக்கை எடுக்காததை கண்டித்து அதிமுக போராட்டம் அறிவிப்பு!!!

#UpdateNews | #EdappadiPalaniswami | #AIADMK | #DMK | #Pallavaram | #MLASon | #MLAKarunanidhi | #Protest | #UpdateNews360 https://t.co/Z30TTzp599"
223,Wed Jan 24 09:05:18 +0000 2024,"பணிப்பெண்ணுக்கு கொடுமை - பிப்.1ல் அதிமுக ஆர்ப்பாட்டம்

#AIADMK | #DMK | #MLASon https://t.co/SFeqIKHSWP"
224,Wed Jan 24 09:05:05 +0000 2024,"#BREAKING | பணிப்பெண்ணுக்கு கொடுமை - பிப்.1ல் அதிமுக ஆர்ப்பாட்டம்

இவருதான் உன்மையான சமூக நீதி காவலர் 

#AIADMK | #DMK | #MLASon

#Admk_TVR_TNJ https://t.co/dnRR2QegZh"
225,Wed Jan 24 09:02:58 +0000 2024,"Sekar babu | இன்று முதல் ஆம்னி பஸ்கள் கோயம்பேட்டில் இருந்து செயல்படாது - அமைச்சர் சேகர்பாபு
#zeetamilnews #tamilnews #zeenewstamil #omnibus #sekarbabu #dmk #kilambakkambusstand
இனி WhatsApp செயலியிலும் உங்கள் ZEE Tamil News
👉 : https://t.co/fiFKCdXVJx
https://t.co/KqCPqfTZeu"
226,Wed Jan 24 09:02:16 +0000 2024,"வாயை விட்ட எடப்பாடி பழனிசாமி.. திமுகவுடன் நெருங்குதா பாஜக? திருப்பியடிக்குது அதிமுக.. இதான் மேட்டர்

https://t.co/4Ay9GHDgU7

#Aiadmk #edappadipalanisamy #AsaduddinOwaisi #DMK #பாஜக"
227,Wed Jan 24 09:02:12 +0000 2024,"“எனக்கு இறை நம்பிக்கை கிடையாது” - அமைச்சர் உதயநிதி ஸ்டாலின் 

https://t.co/WciCN2SiwX | @Udhaystalin | @arivalayam | #UdhayanithiStalin | | #Atheist | #Humanity  | #DMK | #Fishermen | #Chennai | #ReliefFund | #Michaung | #FloodRelief | #News7Tamil | #News7TamilUpdates https://t.co/iHLOEUwDDT"
228,Wed Jan 24 08:57:04 +0000 2024,"#RNRavi
#DMK
#DMKITWING
பயப்படாதீங்க ஆளுநரே..! உங்க கண்ணுக்கு அப்படித்தான் தெரியும்! 

தமிழ்நாட்டு கோயில் பூசாரிகளுக்கு துளி கூட பயமில்லை! https://t.co/NwSucOdPCq"
229,Wed Jan 24 08:56:56 +0000 2024,"திமுக பேச்சாளர்களின் ஆபாச பேச்சுக்கு கண்டன உரை நடத்துமா பத்திரிகையாளர்கள் சங்கம்?!

Video link: https://t.co/QqTvOWXPNT

#DMK #DMKFiles #Mediyaan"
230,Wed Jan 24 08:56:13 +0000 2024,"#Seeman
#DMK
#DMKITWING
மனைவியை களமிறக்கிய அதிபர் சீமான்.. 

குடும்ப அரசியலா அதிபரே? https://t.co/kCfeMLX8bP"
231,Wed Jan 24 08:52:53 +0000 2024,"முதல்வர் கைய்யெழுத்து போட்டும் செல்லாத பத்திரம் - குமுறும் மக்கள் !

#chennai #chennaipeople #Chintadripet #people #Tnpeople #mkstalin #CMstalin #MKStalinCm #dmk #DMK #dmklive #makkal #slum #poorpeople #government #poorlife #chennaipoorlife #signature #fakedocument #poor https://t.co/GV5BR5k08z"
232,Wed Jan 24 08:52:17 +0000 2024,"#BREAKING | பணிப்பெண்ணுக்கு கொடுமை - பிப்.1ல் அதிமுக ஆர்ப்பாட்டம்

#AIADMK | #DMK | #MLASon https://t.co/0Y93TO0g0y"
233,Wed Jan 24 08:51:56 +0000 2024,"பணிப்பெண்ணுக்கு கொடுமை: அ.தி.மு.க., போராட்டம்
#eps #admkprotest #dmk #mlakarunanidhi
https://t.co/y4W3uzOWeZ https://t.co/I09VQvguEP"
234,Wed Jan 24 08:50:35 +0000 2024,"மாணவ மாணவிகள் காலில் விழுந்த பாமக எம்.எல்.ஏ! திமுகவினர் அடாவடி!

https://t.co/FulhVaHUWG

#Selam #SelamMLAArul #PMK #DMK"
235,Wed Jan 24 08:47:02 +0000 2024,"திமுக ஆட்சியில் தொடர்ந்து அதிகரிக்கும் அரசு மருத்துவமனை மரணங்கள்; அண்ணாமலை விமர்சனம்

#Annamalai #Thoothukudi #GovernmentHospital #DMK #AsianetNewsTamil

https://t.co/jIgJT32YpO"
236,Wed Jan 24 08:43:01 +0000 2024,"#BREAKING | பணிப்பெண்ணுக்கு கொடுமை - பிப்.1ல் அதிமுக ஆர்ப்பாட்டம்

#AIADMK | #DMK | #MLASon https://t.co/cb9dhvZ4KS"
237,Wed Jan 24 08:40:37 +0000 2024,"கழகப் பொருளாளர் - மக்களவை குழுத்தலைவர் @TRBaaluMPஅவர்களின் 4 நூல்கள் வெளியீட்டு விழா ! #MKStalin #TRBaalu #UdhayanidhiStalin #KanimozhiKarunanidhi #bookrelease #dmk #Elections2024
@mkstalin
@Udhaystalin
@KanimozhiDMK
@KN_NEHRU
@PChidambaram_IN https://t.co/rOy2osCAJ5"
238,Wed Jan 24 08:39:41 +0000 2024,"தனியார் மயத்தை நோக்கி செல்லும் தமிழ்நாடு அரசு; திமுக மீது அரசு ஊழியர்கள் அதிருப்தி? - வெங்கடேசன் பிரேத்யேக பேட்டி 

#Chennai #venkatesan #dmk #TNGovt  #etvbharattamil #tnchiefsecretariat 

https://t.co/DdIEetObQq"
239,Wed Jan 24 08:34:36 +0000 2024,"தட்டிக் கேட்ட பாஜகவினர் கைது! திமுகவை WARN செய்த அண்ணாமலை!  
#trending #updatenews360 #breakingnews #tnpolitics #dmk #tngovt #latestnews #mkstalin #trendingnews #annamalaibjp #dmkfails #dmknews #stalin #bjpnews #bjp
https://t.co/meP3EUDko8 https://t.co/rD9WJFGAvE"
240,Wed Jan 24 08:34:32 +0000 2024,"கலவரத்தை உண்டாக்க நினைத்தவர்கள் ஏமாந்து போனார்கள் : பாஜகவை சாடிய அமைச்சர் சேகர்பாபு!!

#UpdateNews | #SekarBabu | #DMK | #BJP | #Chennai | #AyodhaRamMandir | #Politics | #TamilNews | #UpdateNews360
https://t.co/1FfWQBAC0q"
241,Wed Jan 24 08:34:18 +0000 2024,"கலவரத்தை உண்டாக்க நினைத்தவர்கள் ஏமாந்து போனார்கள் : பாஜகவை சாடிய அமைச்சர் சேகர்பாபு!!

#UpdateNews | #SekarBabu | #DMK | #BJP | #Chennai | #AyodhaRamMandir | #Politics | #TamilNews | #UpdateNews360
https://t.co/hyjuFJgQ1U"
242,Wed Jan 24 08:34:12 +0000 2024,"தட்டிக் கேட்ட பாஜகவினர் கைது! திமுகவை WARN செய்த அண்ணாமலை!
#trending #updatenews360 #breakingnews #tnpolitics #dmk #tngovt #latestnews #mkstalin #trendingnews #annamalaibjp #dmkfails #dmknews #stalin #bjpnews #bjp https://t.co/zFNpLSNPR0"
243,Wed Jan 24 08:31:30 +0000 2024,#dmk
244,Wed Jan 24 08:27:42 +0000 2024,"#NewsUpdates | “அரசியல் செய்ய வரவில்லை”

#DMK | #PMK | #PMKMLA | #Salem | #SchoolStudents | #NewsTamil24x7 https://t.co/r4nh1MYva7"
245,Wed Jan 24 08:23:39 +0000 2024,"அலங்காநல்லூர் ஜல்லிக்கட்டு மைதானத்திற்கு 'கலைஞர்' பெயரை விட பொருத்தமான பெயர் வேறு இருக்க முடியாது!

#என்றென்றும்கலைஞர் #CMMKStalin  #கலைஞர் #dravidam #DMK #DravidaModel
#JallikattuStadium #JALLIKATTU2024  
#EllorumNammudan https://t.co/3cJuFZGqeP"
246,Wed Jan 24 08:22:28 +0000 2024,"#DMK + #Congress Govt in 2011 is the root cause for Jallikattu Ban on Tamil Nadu. 

People are fools to believe them. https://t.co/AEAa91cgH9"
247,Wed Jan 24 08:22:20 +0000 2024,"“வரும் மக்களவைத் தேர்தலில் இளைஞர்களுக்கு வாய்ப்பு கொடுங்கள்” - டி.ஆர்.பாலுவிடம் உதயநிதி கோரிக்கை &gt; https://t.co/nC4kypbn12

#Election2024 | #LoksabhaElections2024 | #DMK | #DMKYouthWing | #UdhayanithiStalin | #TRBaalu | https://t.co/Seklrfinl0"
248,Wed Jan 24 08:21:43 +0000 2024,"Ahead of TN CM @mkstalin's visit to Keelakarai in #Madurai  for the inauguration of new jallikattu arena, DMK cadre and villagers from various places were taken to the location in #TNSTC buses attached with #DMK flags
📸 @ashokfoto 
@THChennai https://t.co/r4Mol7cLUP"
249,Wed Jan 24 08:20:54 +0000 2024,"குடியரசு தின விழா: புதுவை கவர்னர் தேநீர் விருந்தை புறக்கணிக்கும் தி.மு.க. 

https://t.co/ipumk9DmiF

#Republicday #DMK #Puducherrygovernor #maalaimalar"
250,Wed Jan 24 08:18:57 +0000 2024,"Caste and religious differences were created to destroy Tamils' unity: TN CM Stalin

#MKStalin #Jallikattu #DMK #TamilNadu 
https://t.co/7j4qAICf8c"
251,Wed Jan 24 08:17:25 +0000 2024,"No can destroy Sanathana Dharma in Tamil Nadu 🔥

 #dmk #bjptamilnadu https://t.co/wQuXfbl6MN"
252,Wed Jan 24 08:16:24 +0000 2024,"#DMK should take bold decision &amp; context in all 40 seats. 
Easy win for DMK."
253,Wed Jan 24 08:12:48 +0000 2024,"மூன்றே ஆண்டில் மதுரையில் 3 கம்பீரச் சின்னங்கள்... ஆனா பாஜக ஒரு திட்டம் அறிவித்து 8 ஆண்டு ஆச்சு- அது உங்கள் நினைவுக்கு வந்தால் நான் பொறுப்பல்ல- மு.க.ஸ்டாலின் 
#Tamilnadu #jallikattu #aims #Keelakarai #mkstalin #dmk #politics #asianetnewstamil

 https://t.co/4gXTEtYLAQ"
254,Wed Jan 24 08:07:23 +0000 2024,"நாடாளுமன்ற தேர்தல்:  #திமுக #காங்கிரஸ் இடையே வரும் 28ந்தேதி தொகுதிப்பங்கீடு பேச்சுவார்த்தை...
 https://t.co/yaUqdHL37V

#Election2024 #Parliament #Election #DMK #Congress #Alliance @arivalayam @INCTamilNadu"
255,Wed Jan 24 08:07:08 +0000 2024,"#BreakingNews | சரணடையும் நாளில் ஜாமின் பரிசீலனை

#ChennaiHighCourt | #DMK | #MLASon | #Police | #NewsTamil24x7 https://t.co/kneEKqpRZz"
256,Wed Jan 24 07:53:39 +0000 2024,"மேலும் படிக்க :  https://t.co/qylUlD1nbE

#dmk #news #court #case #mmnews #Maalaimalar https://t.co/27SDc0ZIiw"
257,Wed Jan 24 07:52:22 +0000 2024,"மைதானத்தில் ஜல்லிக்கட்டை காண மாற்றுத்திறனாளிகளுக்கு சிறப்பு ஏற்பாடு செய்த திராவிட மாடல் அரசு 🖤❤️

#CMMKStalin #MKStalinGovt #MKStalinEra
#JallikattuStadium #Madurai #jallikattu2024 #DMK
#EllorumNammudan https://t.co/i1syED2XDl"
258,Wed Jan 24 07:51:04 +0000 2024,"திமுக ஆட்சியில் ஏழை மக்கள் சிகிச்சை பெறும் அரசு மருத்துவமனைகளில் இறப்புகள் தொடர்கதையாக உள்ளது - அண்ணாமலை

#Governmenthospital #DMK #rules #Annamalai #politics #savukkumedia #savukkuonline #savukkunews #BJP @SavukkuOfficial | @MuthaleefAbdul https://t.co/QxCyTkIXRh"
259,Wed Jan 24 07:50:17 +0000 2024,'@WeDravidians Won't you feel ashame to promote #DMK 🤦🏻‍♂️
260,Wed Jan 24 07:47:39 +0000 2024,"புதுச்சேரி துணைநிலை ஆளுநர் விருந்தை புறக்கணிப்பதாக புதுச்சேரி திமுக அமைப்பாளர் சிவா எம்எல்ஏ அறிவிப்பு

#Puducherry #Siva #DMK #RepublicDay #DinakaranNews https://t.co/zUrdljpEjd"
261,Wed Jan 24 07:42:04 +0000 2024,"குமரிக்கு வருகை தந்த கழகத் துணைப் பொதுச் செயலாளர் திருமிகு. @KanimozhiDMK M.P அவர்களை மாண்புமிகு அமைச்சர் திரு.#மனோதங்கராஜ் அவர்களுடன் வரவேற்றேன்.
#DMK 
#MKStalin
#கனிமொழி 
#Dmkkanyakumari https://t.co/wpmbDHAhiX"
262,Wed Jan 24 07:39:26 +0000 2024,"INDIA கூட்டணியில் இருந்தாலும் மே.வங்கத்தில் தனித்து போட்டி – மம்தா பானர்ஜி அறிவிப்பு.!

விவரம் : https://t.co/wTgonQHoNp

#INDIA | #NitishKumar | #Alliance | #INDIAParties | #Delhi | #Congress | #DMK | #OppositionMeeting | #INDIAvsNDA | #India | #ArvindKejriwal |…"
263,Wed Jan 24 07:38:48 +0000 2024,"நெருங்கும் மக்களவை தேர்தல்... திமுக - காங்கிரஸ் 28ம் தேதி பேச்சுவார்த்தை 

#DMK | #Congress | #ParliamentaryElection | #Election2024  https://t.co/KAfiGGSFgp"
264,Wed Jan 24 07:35:49 +0000 2024,"I.N.D.I.A. கூட்டணியில் பிளவு..!

#DMKFails #DMK #DMKFailsTN #MKStalin #TNGovt #congrass 

@EPSTamilNadu @AIADMKITWINGOFL @AIADMKOfficial @satyenaiadmk
@KovaiSathyan @CTR_Nirmalkumar @GowriSankarD_ https://t.co/ptqk8KHKCe"
265,Wed Jan 24 07:34:42 +0000 2024,"இளைஞரணி மாநாட்டில் டிஸ்கோ டான்ஸ் எதற்கு? கேலோ இந்தியா என்ன உங்க அப்பன் வீட்டு சொத்தா? உதயநிதியை விளாசிய அமர்பிராத் ரெட்டி!
#BJP #AmarPrasadReddy #UdhayanidhiStalin #VCK #DMK #SamayamTamil #TamilNews #BreakingNews 
https://t.co/5Pp7InooC3"
266,Wed Jan 24 07:32:43 +0000 2024,"“ஏறுதழுவுதலுக்கான அரங்கத்தை கட்டி எழுப்பியவன் என்று வரலாற்றில் என்னுடைய பெயர் இடம்பெறுவது எனக்கு கிடைத்த பெருமை” – முதலமைச்சர் மு.க.ஸ்டாலின்

விவரம் : https://t.co/rwCBubLZH7

#ஜல்லிக்கட்டு | #ஜல்லிக்கட்டு2024 |
#Alanganallur | #CMOTamilNadu | #MKStalin | #DMK | #Jallikattu |…"
267,Wed Jan 24 07:32:32 +0000 2024,"எம்.எல்.ஏவின் மகன், மருமகளின் ஜாமினை பரிசீலிக்கலாம்

#Pallavaram | #MLA | #DMK | #MLAKarunanidhi https://t.co/EVweZytMQU"
268,Wed Jan 24 07:30:37 +0000 2024,"INDIA கூட்டணிலிருந்து
மம்தா விலகல்...

உபிச் : ஐயோ ஒவ்வொருத்தரா
கழண்டு போறாங்களே 🤣
#MamataBanerjee 
#RahulGandhi 
#dmk https://t.co/pOBHlrexQ6"
269,Wed Jan 24 07:29:34 +0000 2024,"திமுக எம்எல்ஏ மகன், மருமகள் சரணடைந்தால் அதே நாளில் ஜாமீன் வழங்க பரிசீலிக்கலாம் - சென்னை உயர்நீதிமன்றம்

#ADMK | #MLAKarunanidhi | #DMK | #ChennaiHighCourt https://t.co/uNTWID1Eyr"
270,Wed Jan 24 07:29:31 +0000 2024,"திமுக பிரமுகர் கட்சியில் இருந்து அதிரடி நீக்கம்.. என்ன காரணம் தெரியுமா? வெளியான தகவல்..!

#Crime #MurderCase #DMK #DuraiMurugan 

https://t.co/vqTwSu1LVN"
271,Wed Jan 24 07:28:59 +0000 2024,"தோல்வியடைந்த திமுக மாநாடு | DMK YOUTH MEETING | THANI ORUVAN #udhyanithistalin #DMK #MKStalin #thanioruvan #DMKFails #Annamalai
#BJP 
Click - https://t.co/35omzVLzRr
Subscribe our New channel 🙂 https://t.co/5nku4XZ6Sj"
272,Wed Jan 24 07:24:50 +0000 2024,"கலைஞர் ஜல்லிக்கட்டு மைதானத்தில் சவுக்கு சங்கருக்கு சிலை? வைரல் ஆகும் புகைப்படங்கள்!

https://t.co/97ymDYI6z1

#SavukkuSankar #JallikattuStadium #DMK #Madurai #JALLIKATTU2024"
273,Wed Jan 24 07:22:37 +0000 2024,"எய்ம்ஸ் மருத்துவமனை குறித்து முதல்வர் மறைமுக விமர்சனம்

#KeelakaraiStadium | #Madurai | #MKStalin | #DMK | #AIIMS |#mnadunews https://t.co/iNiWQgs1Wd"
274,Wed Jan 24 07:20:56 +0000 2024,"50 - 50.. திமுகவிற்கு பெரிய செக் வைக்கும் காங்கிரஸ்.. இது லிஸ்டுலேயே இல்லையே.. எழுகிறது மோதல்?

https://t.co/mJP4vxqCN4

#Congress #DMK #LoksabhaElection2024 #திமுக"
275,Wed Jan 24 07:18:00 +0000 2024,"தமிழ் பண்பாட்டை காக்கும் முதலமைச்சர் 🖤❤️

#CMMKStalin #MKStalinGovt #MKStalinEra 
#JallikattuStadium #Madurai #jallikattu2024 #DMK 
#EllorumNammudan https://t.co/QpPDqj0Ifp"
276,Wed Jan 24 07:16:41 +0000 2024,"“வரும் மக்களவைத் தேர்தலில் இளைஞர்களுக்கு வாய்ப்பு கொடுங்கள்” - டி.ஆர்.பாலுவிடம் உதயநிதி கோரிக்கை

#UdhayanithiStalin | #TRBaalu | #DMK | #CMStalin | #LoksabhaElections2024 | #HinduTamil

https://t.co/NeDyO30Ub1"
277,Wed Jan 24 07:14:00 +0000 2024,"உயிரை காப்பாற்றுபவர்தான் உண்மையான கடவுள்

#UdhayanidhiStalin | #DMK | #MKStalin | #FloodReliefFund https://t.co/uYhi7BVnAC"
278,Wed Jan 24 07:13:31 +0000 2024,"மதுரை கீழக்கரை ஜல்லிக்கட்டு..

தமிழ்நாடு அரசின் அசத்தலான பரிசுகள்!

#CMMKStalin #MKStalinGovt #MKStalinEra
#JallikattuStadium #Madurai #jallikattu2024 #DMK
#EllorumNammudan https://t.co/N0GojUUDOV"
